Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Platform Additional Memory Scope 3 Emissions,Platform Additional Storage Scope 3 Emissions,Platform Additional GPU Scope 3 Emissions,Platform Additional CPU Scope 3 Emissions,Total Platform Scope 3 Emissions  (kgCO?eq),Instance Hourly Manufacturing Emissions (gCO?eq),Hardware Information on AWS Documentation & Comments
r5ad.24xlarge,March 2019,96,96,EPYC 7571,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,153.60,230.40,307.20,460.80,0.0,0.0,0.0,0.0,80.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,73.6,2.5 GHz AMD EPYC 7000 series processors
r5d.large,July 2018,2,96,Xeon Platinum 8259CL,16,768,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,1.5,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.xlarge,July 2018,4,96,Xeon Platinum 8259CL,32,768,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,3.1,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.2xlarge,July 2018,8,96,Xeon Platinum 8259CL,64,768,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,6.1,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.4xlarge,July 2018,16,96,Xeon Platinum 8259CL,128,768,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,12.3,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.8xlarge,June 2019,32,96,Xeon Platinum 8259CL,256,768,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,28.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,24.5,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.12xlarge,July 2018,48,96,Xeon Platinum 8259CL,384,768,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,36.8,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.16xlarge,June 2019,64,96,Xeon Platinum 8259CL,512,768,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,56.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,49.1,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.24xlarge,July 2018,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,73.6,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.metal,July 2018,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,73.6,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5dn.large,October 2019,2,96,Xeon Platinum 8259CL,16,768,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,1.5,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.xlarge,October 2019,4,96,Xeon Platinum 8259CL,32,768,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,3.1,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,64,768,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,6.1,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,128,768,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,12.3,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,256,768,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,28.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,24.5,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,384,768,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,36.8,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,512,768,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,56.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,49.1,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,73.6,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.metal,February 2021,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,73.6,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.large,October 2019,2,96,Xeon Platinum 8259CL,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,1.3,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.xlarge,October 2019,4,96,Xeon Platinum 8259CL,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,2.6,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,5.2,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,10.3,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,28.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,20.7,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,31.0,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,56.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,41.3,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.metal,February 2021,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5b.large,December 2020,2,96,Xeon Platinum 8259CL,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,1.3,
r5b.xlarge,December 2020,4,96,Xeon Platinum 8259CL,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,2.6,
r5b.2xlarge,December 2020,8,96,Xeon Platinum 8259CL,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,5.2,
r5b.4xlarge,December 2020,16,96,Xeon Platinum 8259CL,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,10.3,
r5b.8xlarge,December 2020,32,96,Xeon Platinum 8259CL,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,28.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,20.7,
r5b.12xlarge,December 2020,48,96,Xeon Platinum 8259CL,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,31.0,
r5b.16xlarge,December 2020,64,96,Xeon Platinum 8259CL,512,768,EBS Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,56.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,41.3,
r5b.24xlarge,December 2020,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,
r5b.metal,December 2020,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,
r6g.medium,December 2019,1,64,Graviton2,8,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,0.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,0.8,AWS Graviton2 (ARM)
r6g.large,December 2019,2,64,Graviton2,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,1.5,AWS Graviton2 (ARM)
r6g.xlarge,December 2019,4,64,Graviton2,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,3.1,AWS Graviton2 (ARM)
r6g.2xlarge,December 2019,8,64,Graviton2,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,6.1,AWS Graviton2 (ARM)
r6g.4xlarge,December 2019,16,64,Graviton2,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,12.2,AWS Graviton2 (ARM)
r6g.8xlarge,December 2019,32,64,Graviton2,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,24.4,AWS Graviton2 (ARM)
r6g.12xlarge,December 2019,48,64,Graviton2,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,36.6,AWS Graviton2 (ARM)
r6g.16xlarge,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,48.8,AWS Graviton2 (ARM)
r6g.metal,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,48.8,AWS Graviton2 (ARM)
r6gd.medium,December 2019,1,64,Graviton2,8,512,1 x 59 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,0.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,0.9,AWS Graviton2 (ARM)
r6gd.large,December 2019,2,64,Graviton2,16,512,1 x 118 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,1.7,AWS Graviton2 (ARM)
r6gd.xlarge,December 2019,4,64,Graviton2,32,512,1 x 237 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,3.4,AWS Graviton2 (ARM)
r6gd.2xlarge,December 2019,8,64,Graviton2,64,512,1 x 474 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,6.8,AWS Graviton2 (ARM)
r6gd.4xlarge,December 2019,16,64,Graviton2,128,512,1 x 950 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,13.7,AWS Graviton2 (ARM)
r6gd.8xlarge,December 2019,32,64,Graviton2,256,512,1 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,27.3,AWS Graviton2 (ARM)
r6gd.12xlarge,December 2019,48,64,Graviton2,384,512,2 x 1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,41.0,AWS Graviton2 (ARM)
r6gd.16xlarge,December 2019,64,64,Graviton2,512,512,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,54.6,AWS Graviton2 (ARM)
r6gd.metal,December 2019,64,64,Graviton2,512,512,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,200.0,0.0,0.0,1887.9,54.6,AWS Graviton2 (ARM)
t1.micro,September 2010,1,32,Xeon E5-2670,0.613,144,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.12,0.18,0.25,0.37,0.0,0.0,0.0,0.0,1.4,#NAME?,#NAME?,#NAME?,#NAME?,177.5,0.0,0.0,100.0,1277.5,1.2,
t2.nano,December 2015,1,48,Xeon E5-2676 v3,0.5,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.10,0.15,0.20,0.30,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
t2.micro,July 2014,1,48,Xeon E5-2676 v3,1,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.20,0.30,0.40,0.60,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
t2.small,July 2014,1,48,Xeon E5-2676 v3,2,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.40,0.60,0.80,1.20,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
t2.medium,July 2014,2,48,Xeon E5-2676 v3,4,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.80,1.20,1.60,2.40,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,1.8,3.3 GHz Intel Scalable Processor
t2.large,June 2015,2,72,Xeon E5-2686 v4,8,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,1.6,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,1.2,3.0 GHz Intel Scalable Processor
t2.xlarge,November 2016,4,72,Xeon E5-2686 v4,16,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,3.2,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,2.4,3.0 GHz Intel Scalable Processor
t2.2xlarge,November 2016,8,72,Xeon E5-2686 v4,32,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,4.7,3.0 GHz Intel Scalable Processor
t3.nano,August 2018,2,96,Xeon Platinum 8175M,0.5,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
t3.micro,August 2018,2,96,Xeon Platinum 8175M,1,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
t3.small,August 2018,2,96,Xeon Platinum 8175M,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
